__CreatedOn,__ModifiedOn,__Owner,__Status,accessible_event,calendar_date,calendar_date_group,calendar_id,calendar_time_of_day,cost_notes,event_category,event_dates,event_description,event_email,event_enddate,event_expirydate,event_features,event_image,event_locations,event_name,event_price,event_price_adult,event_price_child,event_price_high,event_price_low,event_price_pwyc,event_price_senior,event_price_student,event_price_youth,event_startdate,event_status,event_sub_category,event_telephone,event_telephone_ext,event_theme,event_website,facebook_url,featured_event,free_event,id,instagram_url,other_event_category,other_event_sub_category,partnerships,reservations_required,short_description,short_name,submission_id,ticket_email,ticket_telephone,ticket_telephone_ext,ticket_website,twitter_url
2025-09-02T13:13:04.452-04:00,2025-09-02T13:13:04.452-04:00,c3api_config,,Yes,2025-10-05T13:00:00-04:00,2025-10-05,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Curated by Manar Abo Touk, this is a multidisciplinary group exhibition that reimagines the gallery as a living garden, a shared space of care, restoration, and quiet resistance.

Bringing together artists who work with natural, digital, and tactile materials to navigate experiences of displacement, intergenerational grief, and mental health.

Informed by diasporic, feminist, and ecological perspectives, the exhibition explores themes of collective tending, healing practices, and the everyday rituals that sustain us.",olivia_deresti@workmanarts.com,2025-10-05T13:00:00-04:00,2025-10-05T18:00:00-04:00,,,,Being Scene 2025 Curated Exhibition: Tending to What Remains,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-04T13:00:00-04:00,Approved,,4165834339,2,,www.workmanarts.com/being-scene/,https://www.facebook.com/workmanarts,No,Yes,2b17b22a-8e26-4bdb-abd2-288a529df1ff,workmanartsto,NA,NA,,No,"Curated by Manar Abo Touk, this is a multidisciplinary group exhibition that reimagines the gallery as a living garden, ",Being Scene 2025 Curated Exhibition: Tending to What Remains,30820986-20de-4d4d-a0f9-b01a4983ef35,NA,NA,NA,NA,workmanartsto
2025-09-02T13:28:15.052-04:00,2025-09-02T13:28:15.052-04:00,c3api_config,,Yes,2025-10-02T20:00:00-04:00,2025-10-02,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Join us on a chilling and thrilling journey through the dark history of the city as we delve into the world of ghosts, graveyards, hangings, and haunts.

 Prepare to be captivated by spine-tingling ghost stories about haunted theatres, unsolved mysteries, secrets hiding in plain sight, and spooky historic buildings. Our outdoor tour will take you on a hair-raising paranormal adventure, departing from the courtyard in front of the Hockey Hall of Fame. 

Get ready to see the city in a whole new light, or rather, darkness, as you uncover the eerie and supernatural tales that lurk in its shadows.
",info@hauntedwalk.com,2025-11-02T20:00:00-05:00,2025-11-02T21:15:00-05:00,,,,Original Haunted Walk of Toronto,NA,NA,NA,29.99,21.99,NA,NA,NA,NA,2025-09-16T20:00:00-04:00,Approved,,4162381473,NA,,https://hauntedwalk.com/experience/original-haunted-walk-of-toronto/,NA,No,No,7d6d939a-301e-4fb5-bf51-2e1acd3a2cdf,NA,NA,NA,,Yes,"Join us on a chilling and thrilling journey through the dark history of the city as we delve into the world of ghosts, g",Original Haunted Walk of Toronto,b087bdc5-8aea-45f0-ad4f-98ec9c401b67,info@hauntedwalk.com,4162381473,NA,https://hauntedwalk.com/experience/original-haunted-walk-of-toronto/,NA
2025-09-30T11:17:36.287-04:00,2025-09-30T11:17:36.287-04:00,c3api_config,,Yes,2025-10-13T12:00:00-04:00,2025-10-13,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Guests of all ages are invited to enjoy a cozy, seasonal celebration that combines sustainability, creativity, and connection.

In exchange for a non-perishable food item or a monetary donation to the Daily Bread Food Bank, enjoy a seasonal coffee bar, mini pumpkin painting, live msuic and cozy lounge vigs and free portraits

This seasonal event brings together everything we love about autumn: cozy vibes, creativity, giving back, and community!

",info@arcadiaearth.ca,2025-10-13T12:00:00-04:00,2025-10-13T17:00:00-04:00,,,,Arcadia Earth’s Cozy Harvest Café,NA,43.00,27.25,NA,NA,NA,32.50,NA,32.50,2025-10-10T12:00:00-04:00,Approved,,NA,NA,,https://www.arcadiaearth.ca/,NA,No,No,9ce00f55-e4af-4488-8e4c-2db420326d44,NA,NA,NA,,Yes,"Guests of all ages are invited to enjoy a cozy, seasonal celebration that combines sustainability, creativity, and conne",Arcadia Earth’s Cozy Harvest Café,f5ba4390-2d1e-4a0c-94f8-a2e90352f2b8,NA,NA,NA,www.showclix.com/tickets/arcadia-earth-toronto,NA
2025-08-14T15:40:28.991-04:00,2025-08-14T15:40:28.991-04:00,c3api_config,,Yes,2025-10-11T14:00:00-04:00,2025-10-11,5ec2e57f-03d6-499b-b46c-8f0babf97e0a,Day Event,NA,,,"A spoken word poetry program for youth in the Jane and Finch community. Youth will learn the fundamentals of spoken word with Jayda Marley and Naiesha Marques and have the opportunity to present what they have learned at a final showcase for family and friends. 

A City of Toronto Cultural Hotspot Signature Project. ",NA,2025-10-28T18:00:00-04:00,2025-10-28T20:00:00-04:00,,,,Pass the Mic: Shaping Radical Futures,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-09T18:00:00-04:00,Approved,,NA,NA,,https://thegoldfarbgallery.ca,NA,No,Yes,57e52926-3d3c-4dd9-89af-8a497d25314a,NA,NA,NA,,Yes,A spoken word poetry program for youth in the Jane and Finch community. Youth will learn the fundamentals of spoken word,Pass the Mic: Shaping Radical Futures,c2437c13-5c5b-46fb-a4d7-6143708019c0,naeisham@janefinchcentre.org,NA,NA,NA,NA
2025-09-24T15:36:24.726-04:00,2025-09-24T15:36:24.726-04:00,c3api_config,,Yes,2025-10-16T19:00:00-04:00,2025-10-16,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Welcoming audiences into an energetic visions of stories where memory, resistance, and imagination intertwine. 

This year’s line-up follows the rhythms of identity, from the pulsing beats of Afro-Antillean music to the quiet landscapes of childhood wonder to journeys across mountains, cities, and deserts in search of home and the intimate crossings of generations, friendships and dreams. 

In these films, rupture gives way to transformation, and every frame holds the promise of renewal. We honour voices that refuse to be silenced, visions that reshape reality, and connections that reach across borders. 

This is both a celebration and a reflection, a space where stories become bridges, and where watching together creates imagination and opens innovation.  ", info@alucinefestival.com  ,2025-10-18T21:00:00-04:00,2025-10-18T21:00:00-04:00,,,,aluCine Latin Film and Media Arts Festival Toronto ,NA,NA,NA,40.00,5.00,NA,NA,NA,NA,2025-10-16T19:00:00-04:00,Approved,,1-647-203-7987,NA,,https://alucinefestival.ca/,https://www.facebook.com/alucineto/,No,No,c504c545-6735-4fdc-9659-dd8c1b00b377,alucineto,NA,NA,,No,"Welcoming audiences into an energetic visions of stories where memory, resistance, and imagination intertwine. 

This ye",aluCine Latin Film and Media Arts Festival Toronto ,ac39317e-936a-4247-a842-9bc0e3703b8d,NA,NA,NA,NA,aluCineTO
2025-09-24T15:36:24.921-04:00,2025-09-24T15:36:24.921-04:00,c3api_config,,Yes,2025-10-16T22:00:00-04:00,2025-10-16,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Welcoming audiences into an energetic visions of stories where memory, resistance, and imagination intertwine. 

This year’s line-up follows the rhythms of identity, from the pulsing beats of Afro-Antillean music to the quiet landscapes of childhood wonder to journeys across mountains, cities, and deserts in search of home and the intimate crossings of generations, friendships and dreams. 

In these films, rupture gives way to transformation, and every frame holds the promise of renewal. We honour voices that refuse to be silenced, visions that reshape reality, and connections that reach across borders. 

This is both a celebration and a reflection, a space where stories become bridges, and where watching together creates imagination and opens innovation.  ", info@alucinefestival.com  ,2025-10-18T21:00:00-04:00,2025-10-18T21:00:00-04:00,,,,aluCine Latin Film and Media Arts Festival Toronto ,NA,NA,NA,40.00,5.00,NA,NA,NA,NA,2025-10-16T19:00:00-04:00,Approved,,1-647-203-7987,NA,,https://alucinefestival.ca/,https://www.facebook.com/alucineto/,No,No,6531f642-87bd-4a0e-9062-4e144bdc6e41,alucineto,NA,NA,,No,"Welcoming audiences into an energetic visions of stories where memory, resistance, and imagination intertwine. 

This ye",aluCine Latin Film and Media Arts Festival Toronto ,ac39317e-936a-4247-a842-9bc0e3703b8d,NA,NA,NA,NA,aluCineTO
2025-09-25T11:01:30.088-04:00,2025-09-25T11:01:30.088-04:00,c3api_config,,No,2025-10-21T19:30:00-04:00,2025-10-21,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque (2023 - 2024), comes a new anthology of gothic horror. Experience what critics call a “devilish delight!” With fresh characters, familiar tales, and unique terrors, we bring literature’s most depraved characters to life… and death.

After a lady of the night is murdered, a mad doctor strikes a pact with the Devil to raise her from the dead. But when he comes face-to-face with her killer at a masquerade, all hell breaks loose. Descend into madness with Victor Frankenstein, Henry Jekyll, and Dorian Gray as they discover the consequences of playing God and the monstrous repercussions when the Devil comes to collect. 

An immersive horror opera set within the oldest surviving building from the Town of York, we invite you to explore Victorian Toronto through the eyes of history’s most disturbed authors, though it might just cost your soul. ",info@campbellhousemuseum.ca,2025-11-02T19:30:00-05:00,2025-11-02T21:30:00-05:00,,,,Tales of the Damned ,NA,NA,NA,50.00,38.00,NA,NA,NA,NA,2025-10-15T19:30:00-04:00,Approved,,(416) 597-0227,NA,,https://www.whitemillstheatreco.com/upcoming-events-1,https://www.facebook.com/whitemillstheatreco,No,No,b8cea141-f898-4678-9bd8-69c3d6413d6c,whitemillsto,NA,NA,,Yes,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque ",Tales of the Damned ,8a31b80f-ab02-4f76-b834-a8be33a43e6b,NA,NA,NA,https://www.whitemillstheatreco.com/upcoming-events-1,NA
2025-09-25T11:01:30.243-04:00,2025-09-25T11:01:30.244-04:00,c3api_config,,No,2025-10-22T19:30:00-04:00,2025-10-22,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque (2023 - 2024), comes a new anthology of gothic horror. Experience what critics call a “devilish delight!” With fresh characters, familiar tales, and unique terrors, we bring literature’s most depraved characters to life… and death.

After a lady of the night is murdered, a mad doctor strikes a pact with the Devil to raise her from the dead. But when he comes face-to-face with her killer at a masquerade, all hell breaks loose. Descend into madness with Victor Frankenstein, Henry Jekyll, and Dorian Gray as they discover the consequences of playing God and the monstrous repercussions when the Devil comes to collect. 

An immersive horror opera set within the oldest surviving building from the Town of York, we invite you to explore Victorian Toronto through the eyes of history’s most disturbed authors, though it might just cost your soul. ",info@campbellhousemuseum.ca,2025-11-02T19:30:00-05:00,2025-11-02T21:30:00-05:00,,,,Tales of the Damned ,NA,NA,NA,50.00,38.00,NA,NA,NA,NA,2025-10-15T19:30:00-04:00,Approved,,(416) 597-0227,NA,,https://www.whitemillstheatreco.com/upcoming-events-1,https://www.facebook.com/whitemillstheatreco,No,No,57ad25fb-2753-4e29-a5c6-5b820d364b38,whitemillsto,NA,NA,,Yes,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque ",Tales of the Damned ,8a31b80f-ab02-4f76-b834-a8be33a43e6b,NA,NA,NA,https://www.whitemillstheatreco.com/upcoming-events-1,NA
2025-09-25T11:01:30.854-04:00,2025-09-25T11:01:30.854-04:00,c3api_config,,No,2025-10-25T19:30:00-04:00,2025-10-25,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque (2023 - 2024), comes a new anthology of gothic horror. Experience what critics call a “devilish delight!” With fresh characters, familiar tales, and unique terrors, we bring literature’s most depraved characters to life… and death.

After a lady of the night is murdered, a mad doctor strikes a pact with the Devil to raise her from the dead. But when he comes face-to-face with her killer at a masquerade, all hell breaks loose. Descend into madness with Victor Frankenstein, Henry Jekyll, and Dorian Gray as they discover the consequences of playing God and the monstrous repercussions when the Devil comes to collect. 

An immersive horror opera set within the oldest surviving building from the Town of York, we invite you to explore Victorian Toronto through the eyes of history’s most disturbed authors, though it might just cost your soul. ",info@campbellhousemuseum.ca,2025-11-02T19:30:00-05:00,2025-11-02T21:30:00-05:00,,,,Tales of the Damned ,NA,NA,NA,50.00,38.00,NA,NA,NA,NA,2025-10-15T19:30:00-04:00,Approved,,(416) 597-0227,NA,,https://www.whitemillstheatreco.com/upcoming-events-1,https://www.facebook.com/whitemillstheatreco,No,No,867133fc-be0d-4422-bedd-f654dd1788f3,whitemillsto,NA,NA,,Yes,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque ",Tales of the Damned ,8a31b80f-ab02-4f76-b834-a8be33a43e6b,NA,NA,NA,https://www.whitemillstheatreco.com/upcoming-events-1,NA
2025-09-25T11:01:31.007-04:00,2025-09-25T11:01:31.007-04:00,c3api_config,,No,2025-10-26T19:30:00-04:00,2025-10-26,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque (2023 - 2024), comes a new anthology of gothic horror. Experience what critics call a “devilish delight!” With fresh characters, familiar tales, and unique terrors, we bring literature’s most depraved characters to life… and death.

After a lady of the night is murdered, a mad doctor strikes a pact with the Devil to raise her from the dead. But when he comes face-to-face with her killer at a masquerade, all hell breaks loose. Descend into madness with Victor Frankenstein, Henry Jekyll, and Dorian Gray as they discover the consequences of playing God and the monstrous repercussions when the Devil comes to collect. 

An immersive horror opera set within the oldest surviving building from the Town of York, we invite you to explore Victorian Toronto through the eyes of history’s most disturbed authors, though it might just cost your soul. ",info@campbellhousemuseum.ca,2025-11-02T19:30:00-05:00,2025-11-02T21:30:00-05:00,,,,Tales of the Damned ,NA,NA,NA,50.00,38.00,NA,NA,NA,NA,2025-10-15T19:30:00-04:00,Approved,,(416) 597-0227,NA,,https://www.whitemillstheatreco.com/upcoming-events-1,https://www.facebook.com/whitemillstheatreco,No,No,d356d882-d35f-45aa-812a-8a0d5c717943,whitemillsto,NA,NA,,Yes,"The must-see event of the Halloween season is back! From the creators of the sold-out sensation, Tales of the Grotesque ",Tales of the Damned ,8a31b80f-ab02-4f76-b834-a8be33a43e6b,NA,NA,NA,https://www.whitemillstheatreco.com/upcoming-events-1,NA
2025-07-28T16:02:52.558-04:00,2025-07-28T16:02:52.558-04:00,c3api_config,,Yes,2025-10-03T11:30:00-04:00,2025-10-03,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,728d4024-e48d-4d89-88b6-0a2e2a80bc23,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:52.707-04:00,2025-07-28T16:02:52.707-04:00,c3api_config,,Yes,2025-10-04T11:30:00-04:00,2025-10-04,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,4e5e9cd2-9702-4b2a-9b44-6759f0129ffb,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:52.992-04:00,2025-07-28T16:02:52.992-04:00,c3api_config,,Yes,2025-10-09T11:30:00-04:00,2025-10-09,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,ef993df8-808b-4de1-b1f4-7de77da5e8ed,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:53.146-04:00,2025-07-28T16:02:53.146-04:00,c3api_config,,Yes,2025-10-10T11:30:00-04:00,2025-10-10,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,75eafe58-5b2a-4304-843e-27e8a5eb76eb,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:53.329-04:00,2025-07-28T16:02:53.329-04:00,c3api_config,,Yes,2025-10-11T11:30:00-04:00,2025-10-11,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,532e9ab7-103e-4169-832c-892576eb6e21,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:54.723-04:00,2025-07-28T16:02:54.723-04:00,c3api_config,,Yes,2025-10-28T11:30:00-04:00,2025-10-28,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,634f0be0-2992-4680-9df6-f90a1b76be6e,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:55.037-04:00,2025-07-28T16:02:55.037-04:00,c3api_config,,Yes,2025-10-31T11:30:00-04:00,2025-10-31,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,53218ff8-53ab-4b7f-8163-31d87872d613,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
2025-07-28T16:02:55.988-04:00,2025-07-28T16:02:55.988-04:00,c3api_config,,Yes,2025-11-08T11:30:00-05:00,2025-11-08,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 

The series consists of 29 posters, headed by KAMEKURA Yūsaku’s masterpiece “Burning Butterflies” 1983, continued with an unbroken sequence of works of high artistic excellence. 

In addition, 49 posters will be displayed with global messages from our collection, and Toronto’s poster collection accompany the Hiroshima Appeals posters, focusing on the shared unique nature of their design creation in being non-commercial, abstract, conceptual, and reflecting on global issues and subjects.
",info_jftoronto@jpf.go.jp,2025-12-20T11:30:00-05:00,2025-12-20T11:30:00-05:00,,,,Hiroshima Appeals: A Poster Exhibition of Global Messages,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-26T11:30:00-04:00,Approved,,416-966-1600,NA,,https://tr.jpf.go.jp/event/hiroshima-appeals-a-poster-exhibition-of-global-messages/,https://www.facebook.com/JFToronto,No,Yes,e98e4241-69ef-4397-ab67-544469680fb8,jftoronto,NA,NA,,Yes,"In commemoration of the 80th anniversary of the end of World War II and the atomic bombings of Hiroshima and Nagasaki. 
",Hiroshima Appeals: A Poster Exhibition of Global Messages,885952f6-70c5-4ea9-ac49-a6031385f3d6,NA,NA,NA,https://www.eventbrite.ca/e/hiroshima-appeals-a-poster-exhibition-of-global-messages-tickets-1431847577649?aff=ebdsshcopyurl&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp,JFToronto
